School_Id,Org_Name,Telephone,Fax,Email,Contact,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened,Region
57,Tamaki College,NA,NA,NA,NA,http://www.tamaki.ac.nz,Elstree Avenue ,Glen Innes,Auckland,PO Box 18061,Glen Innes,Auckland,1743,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Tāmaki,Tāmaki Makaurau,145800,Glen Innes East-Wai O Taiki Bay,Maungakiekie-Tāmaki Ward,-36.877943,174.867271,Yes,526,00:00.0,724,55,184,536,74,20,3,2,0.35,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
1,Te Kura o Te Kao,NA,NA,NA,NA,http://www.tekuraotekao.school.nz,6603 Far North Road ,,Te Kao,6603 Far North Road RD 4,,Kaitaia,484,Rural other,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,100100,North Cape,Te Hiku General Ward,-34.654712,172.965948,No,533,00:00.0,91,7,90,4,2,0,0,0,3.83,All students taught in te reo Māori,No,No,Open,1881-06-01 00:00:00.0000000,Northland Region
2,Taipa Area School,NA,NA,NA,NA,http://www.taipa.school.nz,578 State Highway 10 ,,Taipa,578 State Highway 10,,Taipa,420,Rural settlement,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,101101,Doubtless Bay,Te Hiku General Ward,-34.994709,173.464302,Yes,530,00:00.0,434,146,336,30,8,1,0,0,2.69,Some students taught in te reo Māori,No,No,Open,00:00.0,Northland Region
3,Kaitaia College,NA,NA,NA,NA,http://www.kaitaiacollege.school.nz/,53 Redan Road ,,Kaitaia,PO Box 265,,Kaitaia,441,Small urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,100800,Kaitāia West,Te Hiku General Ward,-35.121322,173.2587,No,522,00:00.0,759,322,589,80,25,4,17,0,2.55,Some students taught in te reo Māori,No,No,Open,1858-11-17 00:00:00.0000000,Northland Region
4,Whangaroa College,NA,NA,NA,NA,http://www.whangaroacollege.school.nz,4157 State Highway 10 ,,Kaeo,PO Box 126,,Kaeo,448,Rural settlement,Secondary (Year 7-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,101900,Kāeo,Bay of Islands-Whangaroa General Ward,-35.100861,173.78695,No,540,00:00.0,101,28,96,5,2,0,0,0,2.13,All students taught in English/other setting,No,No,Open,00:00.0,Northland Region
58,Tangaroa College,NA,NA,NA,NA,http://www.tangaroa.school.nz,Haumia Way ,Otara,Auckland,PO Box 61476,Otara,Manukau,2159,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Botany,Tāmaki Makaurau,157200,Rongomai East,Manukau Ward,-36.972905,174.892909,Yes,521,00:00.0,1084,47,225,843,148,10,10,0,0.12,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
59,Sacred Heart College (Auckland),NA,NA,NA,NA,http://www.sacredheart.school.nz,250 West Tamaki Road ,Glendowie,Auckland,250 West Tamaki Road,Glendowie,Auckland,1071,Major urban area,Secondary (Year 7-15),,State : Integrated,Donations may be requested,Boys School,,Te Tai Raro,Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Tāmaki,Tāmaki Makaurau,145102,Glendowie South East,Ōrākei Ward,-36.868894,174.872413,Yes,394,00:00.0,1507,982,196,328,304,63,23,81,0.4,All students taught in English/other setting,Yes,No,Open,00:00.0,Auckland Region
60,Saint Kentigern Girls' School,NA,NA,NA,NA,http://www.saintkentigern.com,82 Shore Road ,Remuera,Auckland,PO Box 28790,Remuera,Auckland,1541,Major urban area,Full Primary,,Private : Fully Registered,Not applicable,Girls School,,Te Tai Raro,Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,140500,Remuera North,Ōrākei Ward,-36.865324,174.803912,No,not applicable,00:00.0,378,194,8,8,181,6,3,0,not applicable,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
61,Baradene College,NA,NA,NA,NA,http://www.baradene.school.nz,237 Victoria Avenue ,Remuera,Auckland,PO Box 28906,Remuera,Auckland,1541,Major urban area,Secondary (Year 7-15),,State : Integrated,Donations may be requested,Girls School,,Te Tai Raro,Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,140500,Remuera North,Ōrākei Ward,-36.865643,174.800324,Yes,370,00:00.0,1535,1144,138,113,347,51,13,82,0.16,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
62,St Peter's College (Epsom),NA,NA,NA,NA,http://www.st-peters.school.nz,Mountain Road ,Grafton,Auckland,23 Mountain Road,Epsom,Auckland,1023,Major urban area,Secondary (Year 7-15),,State : Integrated,Donations may be requested,Boys School,,Te Tai Raro,Waitematā Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,138501,Newmarket,Ōrākei Ward,-36.867787,174.769673,No,383,00:00.0,1330,794,179,294,401,45,3,71,0.09,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
63,Marcellin College,NA,NA,NA,NA,http://www.marcellin.school.nz,617 Mt Albert Road ,Royal Oak,Auckland,PO Box 24126,Royal Oak,Auckland,1345,Major urban area,Secondary (Year 7-15),,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Raro,Puketāpapa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,142600,Royal Oak West (Auckland),Albert-Eden-Puketāpapa Ward,-36.91013,174.766435,No,470,00:00.0,490,47,31,292,175,17,5,11,0.23,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
64,Epsom Girls Grammar School,NA,NA,NA,NA,http://www.eggs.school.nz,Silver Road ,Epsom,Auckland,Silver Road,Epsom,Auckland,1023,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Girls School,,Te Tai Raro,Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,140300,Mount St John,Albert-Eden-Puketāpapa Ward,-36.876921,174.776577,Yes,402,00:00.0,2298,858,217,288,1299,90,54,129,0.12,All students taught in English/other setting,Yes,No,Open,00:00.0,Auckland Region
65,Glendowie College,NA,NA,NA,NA,http://www.gdc.school.nz,21 Crossfield Road ,Glendowie,Auckland,21 Crossfield Road,Glendowie,Auckland,1071,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Tāmaki,Tāmaki Makaurau,145101,Glendowie South West,Ōrākei Ward,-36.862578,174.868137,Yes,392,00:00.0,1206,763,72,76,406,65,21,60,0.38,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
66,Dilworth School,NA,NA,NA,NA,http://www.dilworth.school.nz/,2 Erin Street ,Remuera,Auckland,Private Bag 28904,Remuera,Auckland,1541,Major urban area,Composite,,Private : Fully Registered,Not applicable,Boys School,,Te Tai Raro,Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,140300,Mount St John,Albert-Eden-Puketāpapa Ward,-36.880303,174.781062,No,not applicable,00:00.0,519,166,112,279,108,16,0,0,not applicable,All students taught in English/other setting,Yes,No,Open,00:00.0,Auckland Region
67,Diocesan School For Girls,NA,NA,NA,NA,http://www.diocesan.school.nz,Clyde Street ,Epsom,Auckland,Private Bag 99939,Newmarket,Auckland,1149,Major urban area,Composite,,Private : Fully Registered,Not applicable,Girls School,,Te Tai Raro,Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,140300,Mount St John,Albert-Eden-Puketāpapa Ward,-36.879258,174.77947,No,not applicable,00:00.0,1724,1051,99,54,727,21,5,40,not applicable,All students taught in English/other setting,Yes,No,Open,00:00.0,Auckland Region
68,St Cuthbert's College (Epsom),NA,NA,NA,NA,http://www.stcuthberts.school.nz,122 Market Road ,Epsom,Auckland,PO Box 26020,Epsom,Auckland,1344,Major urban area,Composite,,Private : Fully Registered,Not applicable,Girls School,,Te Tai Raro,Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,140300,Mount St John,Albert-Eden-Puketāpapa Ward,-36.887581,174.77825,No,not applicable,00:00.0,1640,774,54,81,765,15,17,26,not applicable,All students taught in English/other setting,Yes,No,Open,00:00.0,Auckland Region
69,Mt Albert Grammar School,NA,NA,NA,NA,http://www.mags.school.nz,36 Alberton Ave ,Mount Albert,Auckland,36 Alberton Avenue,Mount Albert,Auckland,1025,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Albert,Tāmaki Makaurau,134200,Mount Albert Central,Albert-Eden-Puketāpapa Ward,-36.884707,174.725349,Yes,415,00:00.0,3623,1854,449,635,1350,136,61,158,0.19,All students taught in English/other setting,Yes,No,Open,00:00.0,Auckland Region
70,Marist College,NA,NA,NA,NA,http://www.maristcollege.school.nz,31 Alberton Avenue ,Mount Albert,Auckland,31 Alberton Avenue,Mount Albert,Auckland,1025,Major urban area,Secondary (Year 7-15),,State : Integrated,Donations may be requested,Girls School,,Te Tai Raro,Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Albert,Tāmaki Makaurau,134200,Mount Albert Central,Albert-Eden-Puketāpapa Ward,-36.881938,174.726132,No,398,00:00.0,778,440,68,191,256,35,11,20,0.18,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
74,Mt Roskill Grammar,NA,NA,NA,NA,http://www.mrgs.school.nz,Frost Road ,Mount Roskill,Auckland,Frost Road,Mount Roskill,Auckland,1041,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Puketāpapa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Roskill,Tāmaki Makaurau,140400,Mount Roskill Central North,Albert-Eden-Puketāpapa Ward,-36.912708,174.747139,Yes,444,00:00.0,1918,298,164,494,1059,173,21,70,0.27,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
75,Lynfield College,NA,NA,NA,NA,http://www.lynfield.school.nz,White Swan Road ,Mount Roskill,Auckland,191 White Swan Road,Mount Roskill,Auckland,1041,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Puketāpapa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Roskill,Tāmaki Makaurau,139601,Mount Roskill West,Albert-Eden-Puketāpapa Ward,-36.921035,174.715436,Yes,417,00:00.0,2029,362,112,192,1417,164,17,74,0.21,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
77,Bethlehem College,NA,NA,NA,NA,http://www.beth.school.nz,24 Elder Lane ,Bethlehem,Tauranga,Private Bag 12003,Tauranga Mail Centre,Tauranga,3143,Major urban area,Composite,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Whenua,Tauranga City,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Tauranga,Waiariki,193500,Bethlehem Central,Bethlehem General Ward,-37.704974,176.11123,No,409,00:00.0,2097,1471,221,52,485,151,24,107,0.21,All students taught in English/other setting,No,No,Open,00:00.0,Bay of Plenty Region
78,Avondale College,NA,NA,NA,NA,http://www.avcol.school.nz,Victor Street ,Avondale,Auckland,59 Victor Street,Avondale,Auckland,1026,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Kelston,Tāmaki Makaurau,132001,Avondale North West (Auckland),Whau Ward,-36.891482,174.691137,Yes,439,00:00.0,2802,801,321,748,1163,294,22,138,0.17,Some students taught in a Pacific language,No,No,Open,00:00.0,Auckland Region
79,Edgewater College,NA,NA,NA,NA,http://www.edgewater.school.nz,32 Edgewater Drive ,Pakuranga,Auckland,32 Edgewater Drive,Pakuranga,Manukau,2010,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,149001,Pakuranga West,Howick Ward,-36.922507,174.874746,Yes,497,00:00.0,632,163,139,262,220,39,11,0,0.29,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
80,Pakuranga College,NA,NA,NA,NA,http://www.pakuranga.school.nz,Pigeon Mountain Road ,Bucklands Beach,Auckland,PO Box 82090,Highland Park,Auckland,2143,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,149300,Half Moon Bay South East,Howick Ward,-36.89763,174.901771,Yes,431,00:00.0,2277,996,198,229,1097,129,61,148,0.35,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
81,Saint Kentigern College,NA,NA,NA,NA,http://www.saintkentigern.com,130 Pakuranga Road ,Pakuranga,Auckland,PO Box 51060,,Auckland,2140,Major urban area,Secondary (Year 7-15),,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,148102,Pakuranga North,Howick Ward,-36.909712,174.875035,No,not applicable,00:00.0,2352,1488,128,99,841,31,10,27,not applicable,All students taught in English/other setting,Yes,No,Open,00:00.0,Auckland Region
82,Aidanfield Christian School,NA,NA,NA,NA,http://www.aidanfield.school.nz/,2 Nash Road ,Aidanfield,Christchurch,2 Nash Road,Aidanfield,Christchurch,8025,Major urban area,Composite,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Wigram,Te Tai Tonga,325400,Aidanfield,Halswell Ward,-43.563771,172.571,Yes,377,00:00.0,453,231,23,17,200,31,6,31,0.26,All students taught in English/other setting,No,No,Open,00:00.0,Canterbury Region
83,Kelston Boys' High School,NA,NA,NA,NA,http://www.kbhs.school.nz,Archibald Road ,New Lynn,Auckland,PO Box 15103,New Lynn,Waitakere,640,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Boys School,,Te Tai Raro,Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kelston,Tāmaki Makaurau,130500,Kelston North,Whau Ward,-36.898785,174.666886,Yes,505,00:00.0,852,179,217,612,132,15,9,8,0.09,Some students taught in a Pacific language,No,No,Open,00:00.0,Auckland Region
84,Kelston Girls' College,NA,NA,NA,NA,http://www.kelstongirls.school.nz,Great North Road ,New Lynn,Auckland,PO Box 15798,New Lynn,Waitakere,640,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Girls School,,Te Tai Raro,Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kelston,Tāmaki Makaurau,131000,Kelston South,Whau Ward,-36.908063,174.664361,Yes,507,00:00.0,595,64,94,355,157,38,8,2,0.05,Some students taught in te reo Māori or a Pacific language,No,No,Open,00:00.0,Auckland Region
85,One Tree Hill College,NA,NA,NA,NA,http://www.onetreehillcollege.school.nz,421 Great South Road ,Penrose,Auckland,PO Box 17471,Greenlane,Auckland,1546,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,145900,Penrose,Maungakiekie-Tāmaki Ward,-36.902825,174.80696,Yes,466,00:00.0,1467,385,258,498,651,72,16,31,0.2,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
86,Onehunga High School,NA,NA,NA,NA,http://www.onehungahigh.school.nz,24 Pleasant Street ,Onehunga,Auckland,24 Pleasant Street,Onehunga,Auckland,1061,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,144101,Onehunga West,Albert-Eden-Puketāpapa Ward,-36.919501,174.770963,Yes,478,00:00.0,1030,383,201,488,247,34,18,55,0.27,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
87,Howick College,NA,NA,NA,NA,http://www.howickcollege.school.nz,Sandspit Road ,Howick South,Auckland,PO Box 38142,Howick,Manukau,2145,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,153800,Somerville,Howick Ward,-36.90657,174.939278,Yes,432,00:00.0,2280,1485,340,323,594,79,49,78,0.35,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
